,publisher,dagger,author,isbn,price,date,title,weeks_on_list,no_of_words_title
1151,Morrow/HarperCollins,0,James Rollins,0062194917,0,2013-07-14,THE EYE OF GOD,1,4
1152,Harlequin,0,Susan Mallery,1460315154,0,2013-07-14,TWO OF A KIND,1,4
1153,Berkley,0,Maya Banks,None,0,2013-07-14,FORGED IN STEELE,1,3
1154,Dutton,0,Tami Hoag,None,0,2013-07-07,THE 9TH GIRL,1,3
1155,Ballantine,0,Steve Berry,0345526562,0,2013-06-30,THE KING'S DECEPTION,1,3
1156,St. Martin's,0,Mary Kay Andrews,None,0,2013-06-23,LADIES' NIGHT,1,2
1157,Bantam,0,Dean Koontz,0345535693,0,2013-06-16,DEEPLY ODD,1,2
1158,Forever,0,Jessica Sorensen,None,0,2013-06-16,THE FOREVER OF ELLA AND MICHA,1,6
1159,Jove,0,Christine Feehan,None,0,2013-06-16,LEOPARD'S PREY,1,2
1160,Amy Harmon,0,Amy Harmon,None,0,2013-06-16,A DIFFERENT BLUE,1,3
1161,Pocket Star,0,Kyra Davis,None,0,2013-06-09,BINDING AGREEMENT,1,2
1162,Omnific,0,Emma Chase,None,0,2013-06-09,TANGLED,1,1
1163,Atria,0,Raine Miller,None,0,2013-06-02,EYES WIDE OPEN,1,3
1164,Laree Bailey,0,HM Ward,None,0,2013-06-02,THE ARRANGEMENT 7,1,3
1165,Zebra,0,Lisa Jackson,1420106341,0,2013-06-02,LEFT TO DIE,1,3
1166,Simon & Schuster,0,Richard Paul Evans,1451628293,0,2013-05-26,A STEP OF FAITH,1,4
1167,Sourcebooks Landmark,0,Judith Merkle Riley,None,0,2013-05-26,THE ORACLE GLASS,1,3
1168,Viking,0,John le Carre,0670014893,0,2013-05-26,A DELICATE TRUTH,1,3
1169,NAL,0,Samantha Young,None,0,2013-05-26,DOWN LONDON ROAD,1,3
1170,Houghton Mifflin Harcourt,0,Ann Patchett,0547548796,0,2013-05-26,THE MAGICIAN'S ASSISTANT,1,3
1171,Harlequin Mira,0,Sherryl Woods,None,0,2013-05-19,WIND CHIME POINT,1,3
1172,Ellora's Cave,0,Laurann Dohner,None,0,2013-05-19,MOON,1,1
1173,HarperCollins,0,John Irving,0062204106,0,2013-05-19,A PRAYER FOR OWEN MEANY,1,5
1174,Atria,0,Colleen Hoover,1476746540,0,2013-05-19,THIS GIRL,1,2
1175,Harlequin,0,Susan Mallery,None,0,2013-05-19,HALFWAY THERE,1,2
1176,Bantam,0,J Kenner,None,0,2013-05-12,CLAIM ME,1,2
1177,Dial,0,Sophie Kinsella,0812993853,0,2013-05-12,WEDDING NIGHT,1,2
1178,Putnam,0,Amanda Quick,None,0,2013-05-12,THE MYSTERY WOMAN,1,3
1179,Doubleday,0,Edward Rutherfurd,0385535317,0,2013-05-12,PARIS,1,1
1180,St. Martin's,0,Iris Johansen,1250019974,0,2013-05-05,TAKING EVE,1,2
1181,Gallery Books,0,Christina Lauren,1476731543,0,2013-05-05,BEAUTIFUL STRANGER,1,2
1182,"Mulholland/Little, Brown",0,Michael Robotham,0316221252,0,2013-05-05,SAY YOU'RE SORRY,1,3
1183,St. Martin's Press,0,Lisa Scottoline,None,0,2013-04-28,DON'T GO,1,2
1184,Sourcebooks,0,Susanna Kearsley,None,0,2013-04-28,THE SHADOWY HORSES,1,3
1185,Random House Publishing,0,Debbie Macomber,0345533534,0,2013-04-21,STARTING NOW,1,2
1186,The Indie Voice,0,Jana DeLeon and others,None,0,2013-04-21,TO DIE FOR,1,3
1187,Grand Central Publishing,0,Kristen Ashley,None,0,2013-04-21,OWN THE WIND,1,3
1188,Katie Ashley,0,Katie Ashley,None,0,2013-04-21,MUSIC OF THE HEART,1,4
1189,HarperCollins Publishers,0,Jeaniene Frost,0062075837,0,2013-04-14,TWICE TEMPTED,1,2
1190,Harlequin,0,Sherryl Woods,None,0,2013-04-14,SAND CASTLE BAY,1,3
1191,HarperCollins Publishers,0,Jacqueline Winspear,None,0,2013-04-14,LEAVING EVERYTHING MOST LOVED,1,4
1192,HarperCollins Publishers,0,Stephanie Laurens,None,0,2013-04-14,AND THEN SHE FELL,1,4
1193,Simon & Schuster,0,Kyra Davis,None,0,2013-04-07,EXPOSED,1,1
1194,Grand Central Publishing,0,Jean Hanff Korelitz,0446557633,0,2013-04-07,ADMISSION,1,1
1195,HarperCollins Publishers,0,Eloisa James,None,0,2013-04-07,WITH THIS KISS,1,3
1196,Random House Publishing,0,Maya Banks,0345538897,0,2013-04-07,HIGHLANDER MOST WANTED,1,3
1197,Penguin Group,0,C J Box,None,0,2013-03-31,BREAKING POINT,1,2
1198,Abbi Glines,0,Abbi Glines,None,0,2013-03-31,NEVER TOO FAR,1,3
1199,Random House Publishing,0,Terry Brooks,None,0,2013-03-31,BLOODFIRE QUEST,1,2
1200,Simon & Schuster,0,S C Stephens,1476718210,0,2013-03-24,RECKLESS,1,1
1201,Penguin Group,0,Patricia Briggs,None,0,2013-03-24,FROST BURNED,1,2
1202,Penguin Group,0,Clive Cussler and Justin Scott,None,0,2013-03-24,THE STRIKER,1,2
1203,Howard Books,0,Karen Kingsbury,1451647042,0,2013-03-24,THE CHANCE,1,2
1204,Tyndale House Publishers,0,Joel C Rosenberg,1414381859,0,2013-03-24,DAMASCUS COUNTDOWN,1,2
1205,HarperCollins Publishers,0,Lynsay Sands,0062078127,0,2013-03-17,IMMORTAL EVER AFTER,1,3
1206,Marie Force,0,Marie Force,0985034157,0,2013-03-10,WAITING FOR LOVE,1,3
1207,Shanora Williams,0,Shanora Williams,None,0,2013-03-10,HARD TO RESIST,1,3
1208,St. Martin's Press,0,Jackie Collins,1250011019,0,2013-03-03,THE POWER TRIP,1,3
1209,St. Martin's Press,0,Lisa Kleypas,None,0,2013-02-24,CRYSTAL COVE,1,2
1210,HarperCollins Publishers,0,Kim Harrison,None,0,2013-02-10,EVER AFTER,1,2
1211,Simon & Schuster,0,Stephen Hunter,None,0,2013-02-03,THE THIRD BULLET,1,3
1212,Penguin Group,0,Stuart Woods,None,0,2013-01-27,COLLATERAL DAMAGE,1,2
1213,Penguin Group,0,Jayne Ann Krentz,None,0,2013-01-27,DREAM EYES,1,2
1214,St. Martin's Press,0,Janet Evanovich and Dorien Kelly,None,0,2013-01-27,THE HUSBAND LIST,1,3
1215,Penguin Group,0,Maya Banks,None,0,2013-01-20,SHADES OF GRAY,1,3
1216,Random House Publishing,0,Linda Howard,None,0,2013-01-20,SHADOW WOMAN,1,2
1217,Penguin Group,0,W E B Griffin and William E Butterworth IV,None,0,2013-01-20,EMPIRE AND HONOR,1,3
1218,Grand Central Publishing,0,Douglas Preston and Lincoln Child,145551053X,0,2012-12-30,TWO GRAVES,1,2
1219,Random House Publishing,0,Diana Gabaldon,0345545370,0,2012-12-23,A LEAF ON THE WIND OF ALL HALLOWS,1,8
1220,Pocket Books,0,Kresley Cole,None,0,2012-12-16,SHADOW'S CLAIM,1,2
1221,Pocket Books,0,Kresley Cole,None,0,2012-12-16,SHADOW'S CLAIM,1,2
1222,Knopf Doubleday Publishing,0,Ian McEwan,0385536836,0,2012-12-02,SWEET TOOTH,1,2
1223,Simon & Schuster,0,Jennifer Probst,1476717532,0,2012-11-25,THE MARRIAGE MISTAKE,1,3
1224,Grand Central Publishing,0,Nelson DeMille,0759528330,0,2012-11-25,PLUM ISLAND,1,2
1225,Random House Publishing,0,Karen Marie Moning,None,0,2012-11-18,ICED,1,1
1226,Penguin Group,0,Sarah Jio,None,0,2012-11-18,BLACKBERRY WINTER,1,2
1227,Harlequin,0,Ron Carr,1459244370,0,2012-11-11,MY KIND OF CHRISTMAS,1,4
1228,Howard Books,0,Karen Kingsbury,1451647026,0,2012-11-11,THE BRIDGE,1,2
1229,"Little, Brown & Company",0,Tom Wolfe,0316214582,0,2012-11-11,BACK TO BLOOD,1,3
1230,Random House Publishing,0,Justin Cronin,0345534891,0,2012-11-04,THE TWELVE,1,2
1231,Simon & Schuster,0,Kate Morton,143916309X,0,2012-11-04,THE SECRET KEEPER,1,3
1232,St. Martin's Press,0,Iris Johansen,None,0,2012-11-04,SLEEP NO MORE,1,3
1233,New American Library,0,JR Ward,None,0,2012-10-14,RAPTURE,1,1
1234,Harlequin,0,Susan Mallery,145924124X,0,2012-10-14,A FOOL'S GOLD CHRISTMAS,1,4
1235,Random House Publishing,0,H P Mallory,0345531590,0,2012-10-14,SOMETHING WITCHY THIS WAY COMES,1,5
1236,Penguin Group,0,Beth Kery,None,0,2012-10-07,"BECAUSE YOU ARE MINE, PART VIII",1,6
1237,Hyperion Press,0,Richard Castle,1401304729,0,2012-09-30,FROZEN HEAT,1,2
1238,HarperCollins Publishers,0,Michael Chabon,0061493341,0,2012-09-30,TELEGRAPH AVENUE,1,2
1239,Simon & Schuster,0,Tina Reber,1476718989,0,2012-09-30,LOVE UNREHEARSED,1,2
1240,Penguin Group,0,Junot Diaz,1594487367,0,2012-09-30,THIS IS HOW YOU LOSE HER,1,6
1241,Penguin Group,0,Junot Diaz,1594487367,0,2012-09-30,THIS IS HOW YOU LOSE HER,1,6
1242,Penguin Group,0,Jayne Castle,None,0,2012-09-23,THE LOST NIGHT,1,3
1243,Penguin Group,0,Sylvain Reynard,None,0,2012-09-23,GABRIEL'S INFERNO,1,2
1244,Penguin Group,0,Beth Kery,None,0,2012-09-23,"BECAUSE YOU ARE MINE, PART VI",1,6
1245,Penguin Group,0,Sylvain Reynard,None,0,2012-09-23,GABRIELÛªS INFERNO,1,2
1246,St. Martin's Press,0,Louise Penny,1250015278,0,2012-09-16,THE BEAUTIFUL MYSTERY,1,3
1247,HarperCollins Publishers,0,Eloisa James,None,0,2012-09-16,THE UGLY DUCHESS,1,3
1248,Ellora's Cave,0,Laurann Dohner,None,0,2012-09-16,OBSIDIAN,1,1
1249,Harlequin,0,Sherryl Woods,None,0,2012-09-16,WHERE AZALEAS BLOOM,1,3
1250,Random House Publishing,0,Terry Brooks,0345523490,0,2012-09-09,WARDS OF FAERIE,1,3
1251,Simon & Schuster,0,Philippa Gregory,1451626142,0,2012-09-02,THE KINGMAKER'S DAUGHTER,1,3
1252,Simon & Schuster,0,Philippa Gregory,1451626142,0,2012-09-02,THE KINGMAKER'S DAUGHTER,1,3
1253,Penguin Group,0,Julie Garwood,None,0,2012-08-26,SWEET TALK,1,2
1254,Penguin Group,0,Lora Leigh,None,0,2012-08-26,STYGIAN'S HONOR,1,2
1255,St. Martin's Press,0,Sherrilyn Kenyon,None,0,2012-08-26,TIME UNTIME,1,2
1256,St. Martin's Press,0,Lisa Kleypas,1250014271,0,2012-08-26,DREAM LAKE,1,2
1257,Kensington Publishing,0,Lisa Jackson,0758279590,0,2012-08-26,YOU DON'T WANT TO KNOW,1,5
1258,Kensington Publishing,0,Lisa Jackson,0758279590,0,2012-08-26,YOU DON'T WANT TO KNOW,1,5
1259,Harlequin,0,Susan Mallery,1459234537,0,2012-08-19,ALL SUMMER LONG,1,3
1260,Harlequin,0,Linda Lael Miller,None,0,2012-08-19,BIG SKY MOUNTAIN,1,3
1261,Penguin Group,0,Tana French,None,0,2012-08-12,BROKEN HARBOR,1,2
1262,HarperCollins Publishers,0,J A Jance,0062132385,0,2012-08-12,JUDGMENT CALL,1,2
1263,Simon & Schuster,0,James Lee Burke,1451648154,0,2012-08-05,CREOLE BELLE,1,2
1264,HarperCollins Publishers,0,Susan Elizabeth Phillips,0062106104,0,2012-07-29,THE GREAT ESCAPE,1,3
1265,Penguin Group,0,Laura Moriarty,None,0,2012-07-29,THE CHAPERONE,1,2
1266,Penguin Group,0,Christine Feehan,None,0,2012-07-22,SAMURAI GAME,1,2
1267,Berkley,0,Maya Banks,None,0,2012-07-22,ECHOES AT DAWN,1,3
1268,Zondervan,0,Karen Kingsbury,0310333644,0,2012-07-15,COMING HOME,1,2
1269,HarperCollins Publishers,0,Jeaniene Frost,0062096273,0,2012-07-15,ONCE BURNED,1,2
1270,Harlequin,0,Susan Mallery,1459233174,0,2012-07-15,SUMMER NIGHTS,1,2
1271,Random House Publishing,0,Dean Koontz,None,0,2012-07-15,ODD INTERLUDE #3,1,3
1272,Random House Publishing,0,Dean Koontz,0345536770,0,2012-07-08,ODD INTERLUDE #2,1,3
1273,Random House Publishing,0,Alan Furst,0679604227,0,2012-07-01,MISSION TO PARIS,1,3
1274,HarperCollins Publishers,0,Dorothea Benton Frank,0062194860,0,2012-07-01,PORCH LIGHTS,1,2
1275,Penguin Group,0,Laurell K Hamilton,None,0,2012-06-24,KISS THE DEAD,1,3
1276,St. Martin's Press,0,Mary Kay Andrews,1466802634,0,2012-06-24,SPRING FEVER,1,2
1277,HarperCollins Publishers,0,Julia Quinn,0062072919,0,2012-06-17,A NIGHT LIKE THIS,1,4
1278,HarperCollins Publishers,0,Rachel Gibson,0062069136,0,2012-06-17,RESCUE ME,1,2
1279,Harlequin,0,Susan Mallery,1459230051,0,2012-06-17,SUMMER DAYS,1,2
1280,Harlequin,0,Linda Lael Miller,1459230043,0,2012-06-17,BIG SKY COUNTRY,1,3
1281,Henry Holt & Company,0,Hilary Mantel,0805090037,0,2012-05-27,BRING UP THE BODIES,1,4
1282,Simon & Schuster,0,Richard Paul Evans,1451628188,0,2012-05-27,THE ROAD TO GRACE,1,4
1283,Putnam,0,Amanda Quick,None,0,2012-05-13,CRYSTAL GARDENS,1,2
1284,HarperCollins Publishers,0,Lynsay Sands,0062119370,0,2012-05-13,UNDER A VAMPIRE MOON,1,4
1285,Penguin Group,0,Stuart Woods,None,0,2012-05-06,UNNATURAL ACTS,1,2
1286,St. Martin's Press,0,Iris Johansen,1429952938,0,2012-05-06,WHAT DOESN'T KILL YOU,1,4
1287,St. Martin's Press,0,Lisa Scottoline,1429942320,0,2012-04-29,COME HOME,1,2
1288,Ellora's Cave Publishing,0,Laurann Dohner,None,0,2012-04-29,TIGER,1,1
1289,HarperCollins Publishers,0,Christopher Moore,0061779741,0,2012-04-22,SACRE BLEU,1,2
1290,Knopf Doubleday Publishing,0,Alexander McCall Smith,0307378403,0,2012-04-22,THE LIMPOPO ACADEMY OF PRIVATE DETECTION,1,6
1291,HarperCollins Publishers,0,Adriana Trigiani,0062098063,0,2012-04-22,THE SHOEMAKER'S WIFE,1,3
1292,HarperCollins Publishers,0,Christopher Moore,0061779741,0,2012-04-22,SACRE BLEU,1,2
1293,HarperCollins Publishers,0,Adriana Trigiani,0062098063,0,2012-04-22,THE SHOEMAKER'S WIFE,1,3
1294,Zondervan,0,Karen Kingsbury,0310427592,0,2012-04-15,LOVING,1,1
1295,Harlequin,0,Lori Foster,1459225651,0,2012-04-15,A PERFECT STORM,1,3
1296,Penguin Group,0,C J Box,None,0,2012-04-08,FORCE OF NATURE,1,3
1297,Random House Publishing,0,Troy Denning,0345509226,0,2012-04-01,FATE OF THE JEDI: APOCALYPSE,1,5
1298,Crown Publishing,0,Chris Pavone,None,0,2012-04-01,THE EXPATS,1,2
1299,Penguin Group,0,Patricia Briggs,None,0,2012-03-25,FAIR GAME,1,2
1300,Ellora's Cave Publishing,0,Laurann Dohner,None,0,2012-03-25,WRATH,1,1
1301,Harlequin,0,Gena Showalter,1459222830,0,2012-03-18,THE DARKEST SEDUCTION,1,3
1302,St. Martin's Press,0,Lisa Kleypas,1429938374,0,2012-03-18,RAINSHADOW ROAD,1,2
1303,HarperCollins Publishers,0,Kim Harrison,0062101021,0,2012-03-11,A PERFECT BLOOD,1,3
1304,Simon & Schuster,0,J A Jance,1451628625,0,2012-02-26,LEFT FOR DEAD,1,3
1305,HarperCollins Publishers,0,Stephanie Laurens,0062066226,0,2012-02-19,THE CAPTURE OF THE EARL OF GLENCRAE,1,7
1306,Random House Publishing,0,Lara Adrian,0345529294,0,2012-02-12,DARKER AFTER MIDNIGHT,1,3
1307,Pocket Books,0,Sabrina Jeffries,1451642490,0,2012-02-12,A LADY NEVER SURRENDERS,1,4
1308,"Little, Brown & Company",0,George Pelecanos,0316209554,0,2012-02-12,WHAT IT WAS,1,3
1309,HarperCollins Publishers,0,Jennifer McMahon,0061807583,0,2012-02-05,ISLAND OF LOST GIRLS,1,4
1310,HarperCollins Publishers,0,Bernard Cornwell,0062097113,0,2012-02-05,DEATH OF KINGS,1,3
1311,St. Martin's Press,0,Nevada Barr,1429951133,0,2012-02-05,THE ROPE,1,2
1312,Simon & Schuster,0,Kresley Cole,1439177023,0,2012-01-29,LOTHAIRE,1,1
1313,Dutton,0,Lisa Gardner,None,0,2012-01-29,THE 7TH MONTH,1,3
1314,Penguin Group,0,Jayne Ann Krentz,None,0,2012-01-29,COPPER BEACH,1,2
1315,Grand Central Publishing,0,Douglas Preston and Lincoln Child,0446564354,0,2012-01-29,GIDEON'S CORPSE,1,2
1316,Harlequin,0,Ron Carr,None,0,2012-01-15,HIDDEN SUMMIT,1,2
1317,Penguin Group,0,Christine Feehan,None,0,2012-01-15,SPIRIT BOUND,1,2
1318,Penguin Group,0,Lora Leigh,None,0,2011-12-25,LAWE'S JUSTICE,1,2
1319,HarperCollins Publishers,0,Garth Stein,0061738093,0,2011-12-18,THE ART OF RACING IN THE RAIN,1,7
1320,Zondervan,0,Karen Kingsbury,None,0,2011-12-11,LONGING,1,1
1321,Random House Publishing,0,Drew Karpyshyn,0345511344,0,2011-12-04,THE OLD REPUBLIC: REVAN,1,4
1322,Tom Doherty Associates,0,Brandon Sanderson,1429994894,0,2011-11-27,THE ALLOY OF LAW,1,4
1323,St. Martin's Press,0,Sherrilyn Kenyon,None,0,2011-11-20,THE GUARDIAN,1,2
1324,Harlequin,0,Susan Mallery,1426834101,0,2011-11-20,ONLY US,1,2
1325,Simon & Schuster,0,Richard Paul Evans,1451628005,0,2011-11-20,LOST DECEMBER,1,2
1326,Center Street,0,Ted Dekker,1599952602,0,2011-11-13,BONEMAN'S DAUGHTERS,1,2
1327,Threshold Editions,0,Glenn Beck,1439187207,0,2011-11-13,THE SNOW ANGEL,1,3
1328,HarperCollins Publishers,0,Guillermo del Toro and Chuck Hogan,0062066048,0,2011-11-13,THE NIGHT ETERNAL,1,3
1329,Tyndale House,0,Joel C Rosenberg,1414365365,0,2011-11-06,THE TEHRAN INITIATIVE,1,3
1330,Paragon Press,0,Douglas E Richards,None,0,2011-11-06,WIRED,1,1
1331,Knopf Doubleday Publishing,0,Julian Barnes,0307957330,0,2011-11-06,THE SENSE OF AN ENDING,1,5
1332,Simon & Schuster,0,Philippa Gregory,141656392X,0,2011-11-06,THE LADY OF THE RIVERS,1,5
1333,HarperCollins Publishers,0,Terry Pratchett,0062011847,0,2011-10-30,SNUFF,1,1
1334,Atria,0,"James Wesley, Rawles",1439172803,0,2011-10-23,SURVIVORS,1,1
1335,Simon & Schuster,0,James Lee Burke,1451643144,0,2011-10-16,FEAST DAY OF FOOLS,1,4
1336,HQN,0,Susan Mallery,None,0,2011-10-16,ONLY HIS,1,2
1337,HQN,0,Gena Showalter,None,0,2011-10-16,THE DARKEST SURRENDER,1,3
1338,HarperCollins,0,Stephanie Laurens,None,0,2011-10-16,IN PURSUIT OF ELIZA CYNSTER,1,5
1339,Penguin Group,0,Stuart Woods,None,0,2011-10-09,SON OF STONE,1,3
1340,Thorndike,0,Fern Michaels,None,0,2011-10-09,LISTEN TO YOUR HEART,1,4
1341,HarperCollins,0,Neal Stephenson,0061977969,0,2011-10-09,REAMDE,1,1
1342,Center Street,0,Karen Kingsbury,1599951193,0,2011-10-02,A THOUSAND TOMORROWS,1,3
1343,Penguin Group,0,Michael Brandman,0399157840,0,2011-10-02,ROBERT B. PARKER'S KILLING THE BLUES,1,6
1344,St. Martin's,0,Jackie Collins,1429962232,0,2011-10-02,GODDESS OF VENGEANCE,1,3
1345,Penguin Group,0,Barbara Freethy,None,0,2011-10-02,SILENT RUN,1,2
1346,Berkley,0,Christine Feehan,None,0,2011-09-25,DARK PREDATOR,1,2
1347,Penguin Group,0,JR Ward,None,0,2011-09-25,ENVY,1,1
1348,Random House,0,Linda Howard,0345526295,0,2011-09-25,PREY,1,1
1349,Penguin Group,0,Jayne Castle,None,0,2011-09-18,CANYONS OF NIGHT,1,3
1350,Harlequin,0,Susan Mallery,None,0,2011-09-18,ONLY YOURS,1,2
1351,HarperCollins,0,Jeaniene Frost,None,0,2011-09-18,ONE GRAVE AT A TIME,1,5
1352,HarperCollins,0,Stephanie Laurens,None,0,2011-09-18,VISCOUNT BRECKENRIDGE TO THE RESCUE,1,5
1353,HarperCollins,0,Johanna Lindsey,None,0,2011-09-11,HEARTS AFLAME,1,2
1354,Doherty,0,Terry Goodkind,0765327724,0,2011-09-04,THE OMEN MACHINE,1,3
1355,Putnam,0,W E B Griffin and William E Butterworth IV,None,0,2011-08-28,VICTORY AND HONOR,1,3
1356,St. Martin's,0,Sherrilyn Kenyon,None,0,2011-08-21,RETRIBUTION,1,1
1357,St. Martin's,0,Iris Johansen,None,0,2011-07-31,QUINN,1,1
1358,Random House,0,Lara Adrian,044033991X,0,2011-07-17,DEEPER THAN MIDNIGHT,1,3
1359,Harlequin,0,Lori Foster,None,0,2011-07-17,SAVOR THE DANGER,1,3
1360,Zondervan,0,Karen Kingsbury,031042755X,0,2011-07-10,LEARNING,1,1
1361,Random House,0,Karin Slaughter,0345528220,0,2011-07-10,FALLEN,1,1
1362,HarperCollins,0,Dorothea Benton Frank,0061961272,0,2011-07-03,FOLLY BEACH,1,2
1363,Random House,0,Ann Brashares,0679605096,0,2011-07-03,SISTERHOOD EVERLASTING,1,2
1364,Penguin Group,0,Laurell K Hamilton,0425241130,0,2011-06-26,HIT LIST,1,2
1365,St. Martin's,0,Mary Kay Andrews,None,0,2011-06-26,SUMMER RENTAL,1,2
1366,HarperCollins,0,Julia Quinn,0062079530,0,2011-06-19,JUST LIKE HEAVEN,1,3
1367,Harlequin,0,Linda Lael Miller,0373775806,0,2011-06-19,CREED'S HONOR,1,2
1368,Mira,0,Sherryl Woods,None,0,2011-06-19,BEACH LANE,1,2
1369,Penguin Group,0,Ilona Andrews,None,0,2011-06-19,MAGIC SLAYS,1,2
1370,Random House,0,Dean Koontz,0553593684,0,2011-06-12,FRANKENSTEIN: THE DEAD TOWN,1,4
1371,Random House,0,Aaron Allston,0345509102,0,2011-06-12,CONVICTION,1,1
1372,Grand Central,0,David Baldacci,1455504394,0,2011-05-22,NO TIME LEFT,1,3
1373,Penguin Group,0,Christine Feehan,0515149330,0,2011-05-15,SAVAGE NATURE,1,2
1374,Penguin Group,0,Stuart Woods,None,0,2011-05-15,BEL-AIR DEAD,1,2
1375,Harlequin,0,Sherryl Woods,0778329798,0,2011-05-15,MOONLIGHT COVE,1,2
1376,HarperCollins,0,Rachel Gibson,0062079166,0,2011-05-15,ANY MAN OF MINE,1,4
1377,St. Martin's,0,Iris Johansen,1429920165,0,2011-05-08,EVE,1,1
1378,Penguin Group,0,Amanda Quick,None,0,2011-05-08,QUICKSILVER,1,1
1379,Penguin Group,0,Lora Leigh,None,0,2011-04-24,NAVARRO'S PROMISE,1,2
1380,Harlequin,0,Gena Showalter,None,0,2011-04-17,THE DARKEST SECRET,1,3
1381,Kensington,0,Fern Michaels,1420122487,0,2011-04-17,HOME FREE,1,2
1382,Knopf Doubleday,0,Henning Mankell,0307593495,0,2011-04-17,THE TROUBLED MAN,1,3
1383,Knopf Doubleday,0,Alexander McCall Smith,030737839X,0,2011-04-10,THE SATURDAY BIG TENT WEDDING PARTY,1,6
1384,Zondervan,0,Karen Kingsbury,0310266289,0,2011-04-10,LEAVING,1,1
1385,Random House,0,Tea Obreht,0385343833,0,2011-04-03,THE TIGER'S WIFE,1,3
1386,St. Martin's,0,Lora Leigh,1429985356,0,2011-03-20,LIVE WIRE,1,2
1387,HarperCollins,0,Kim Harrison,0061138061,0,2011-03-13,PALE DEMON,1,2
1388,Grand Central,0,Douglas Preston and Lincoln Child,044656432X,0,2011-03-13,GIDEON'S SWORD,1,2
1389,HarperCollins,0,Jeaniene Frost,0062065793,0,2011-03-13,THIS SIDE OF THE GRAVE,1,5
1390,Random House,0,Jamie Ford,0345512502,0,2011-03-06,HOTEL ON THE CORNER OF BITTER AND SWEET,1,8
1391,Penguin Group,0,Alex Berenson,None,0,2011-02-27,THE SECRET SOLDIER,1,3
1392,Simon & Schuster,0,JA Jance,141656389X,0,2011-02-20,FATAL ERROR,1,2
1393,Berkley,0,J D Robb,1101987995,0,2017-01-29,APPRENTICE IN DEATH,0,3
1394,Dial Press,0,Mary Ann Shaffer and Annie Barrows,0440337976,0,2017-01-29,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,0,8
1395,Random House,0,Debbie Macomber,0553391860,0,2017-01-29,SWEET TOMORROWS,0,2
1396,"Little, Brown",0,James Patterson and David Ellis,1455589918,0,2017-01-29,THE MURDER HOUSE,0,3
1397,Doubleday,0,Chris Bohjalian,0385538928,0,2017-01-29,THE SLEEPWALKER,0,2
1398,Penguin,0,Jojo Moyes,None,0,2017-01-22,SILVER BAY,0,2
1399,Putnam,0,Mark Greaney,None,0,2017-01-22,TOM CLANCY TRUE FAITH AND ALLEGIANCE,0,6
1400,HQN,0,Diana Palmer,0373789947,0,2017-01-15,WYOMING BRAVE,0,2
1401,Crown/Archetype,0,Blake Crouch,1101904232,0,2017-01-15,DARK MATTER,0,2
1402,Aurora Rose Reynolds,0,Aurora Rose Reynolds,None,0,2017-01-15,UNTIL ASHLYN,0,2
1403,Ilona Andrews,0,Ilona Andrews,1943772711,0,2017-01-08,ONE FELL SWEEP,0,3
1404,"Little, Brown",0,Stephenie Meyer,0316387835,0,2017-01-01,THE CHEMIST,0,2
1405,HTJB,0,Marie Force,1946136034,0,2017-01-01,LIGHT AFTER DARK,0,3
1406,Harper/HarperCollins,0,Michael Chabon,0062225553,0,2017-01-01,MOONGLOW,0,1
1407,Orbit,0,James S A Corey,0316217638,0,2016-12-25,BABYLON'S ASHES,0,2
1408,"Little, Brown",0,James Patterson with Richard DiLallo,0316319996,0,2016-12-25,THE CHRISTMAS MYSTERY,0,3
1409,Morrow/HarperCollins,0,Christina Baker Kline,None,0,2016-12-18,ORPHAN TRAIN,0,2
1410,Berkley,0,Jayne Ann Krentz,None,0,2016-12-18,WHEN ALL THE GIRLS HAVE GONE,0,6
1411,Putnam,0,Clive Cussler and Dirk Cussler,0399575510,0,2016-12-18,ODESSA SEA,0,2
1412,Minotaur,0,Louise Penny,1250022126,0,2016-12-11,A GREAT RECKONING,0,3
1413,Morrow,0,Patricia Cornwell,0062436686,0,2016-12-11,CHAOS,0,1
1414,Bantam,0,Janet Evanovich,0345542975,0,2016-12-11,TRICKY TWENTY-TWO,0,2
1415,Simon & Schuster,0,Mary Higgins Clark and Alafair Burke,1501108581,0,2016-12-11,THE SLEEPING BEAUTY KILLER,0,4
1416,Penguin Press,0,Zadie Smith,1594203989,0,2016-12-04,SWING TIME,0,2
1417,Plain Jane,0,Kristen Callihan,None,0,2016-12-04,MANAGED,0,1
1418,JKB,0,K Bromberg,1942832036,0,2016-12-04,SWEET CHEEKS,0,2
1419,Delacorte,0,Danielle Steel,1101883855,0,2016-11-27,THE AWARD,0,2
1420,Emily Bestler/Atria,0,Kyle Mills,1476783489,0,2016-11-27,VINCE FLYNN: ORDER TO KILL,0,5
1421,Rutherford,0,Jana Aston,069252777X,0,2016-11-27,WRONG,0,1
1422,Anchor,0,Dan Brown,1101972971,0,2016-11-27,INFERNO,0,1
1423,Rutherford,0,Jana Aston,0998244414,0,2016-11-27,TRUST,0,1
1424,Harper/HarperCollins,0,Ann Patchett,0062491814,0,2016-11-20,COMMONWEALTH,0,1
1425,"Farrar, Straus & Giroux",0,Paul Beatty,1250083257,0,2016-11-20,THE SELLOUT,0,2
1426,"Little, Brown",0,Michael Connelly,1455524158,0,2016-11-20,THE CROSSING,0,2
